"State","Grade","Subject","Percentile","Score.2024","Score.2022","Score.2019","Score.Change","percentiletest","percentilesignificant","gaptest","gapsignificant"
"Nevada",4,"Mathematics",10,183.657498931885,185.407999420166,195.558000183106,-11.900501251221,"<
Diff = -12
P-value = 0.0000",1,"<
Diff = -16
P-value = 0.0008",1
"Nevada",4,"Mathematics",25,209.852998352051,207.972498321533,216.095498657227,-6.24250030517601,"<
Diff = -6
P-value = 0.0285",1,"<
Diff = -16
P-value = 0.0008",1
"Nevada",4,"Mathematics",50,236.652000427246,231.223500061035,237.152000427246,-0.5,"x
Diff = 0
P-value = 0.7355",0,"<
Diff = -16
P-value = 0.0008",1
"Nevada",4,"Mathematics",75,259.096000671387,251.884000396729,256.494499206543,2.60150146484398,"x
Diff = 3
P-value = 0.2285",0,"<
Diff = -16
P-value = 0.0008",1
"Nevada",4,"Mathematics",90,277.079499816895,269.782501220703,273.376498413086,3.70300140380903,"x
Diff = 4
P-value = 0.1383",0,"<
Diff = -16
P-value = 0.0008",1
"New Hampshire",4,"Mathematics",10,199.922500610352,197.645999145508,206.243999481201,-6.32149887084901,"<
Diff = -6
P-value = 0.0416",1,"x
Diff = -6
P-value = 0.2202",0
"New Hampshire",4,"Mathematics",25,221.077500152588,219.820500946045,226.650000762939,-5.572500610351,"<
Diff = -6
P-value = 0.0064",1,"x
Diff = -6
P-value = 0.2202",0
"New Hampshire",4,"Mathematics",50,243.30599899292,241.457000732422,246.028500366211,-2.72250137329101,"x
Diff = -3
P-value = 0.0655",0,"x
Diff = -6
P-value = 0.2202",0
"New Hampshire",4,"Mathematics",75,263.080003356934,260.904997253418,264.956500244141,-1.876496887207,"x
Diff = -2
P-value = 0.2730",0,"x
Diff = -6
P-value = 0.2202",0
"New Hampshire",4,"Mathematics",90,280.603500366211,277.312001037598,280.527494812012,0.0760055541990141,"x
Diff = 0
P-value = 0.9710",0,"x
Diff = -6
P-value = 0.2202",0
"New Jersey",4,"Mathematics",10,190.472999572754,194.011998748779,205.404999542237,-14.931999969483,"<
Diff = -15
P-value = 0.0034",1,"<
Diff = -15
P-value = 0.0167",1
"New Jersey",4,"Mathematics",25,217.481499481201,216.365999603271,226.711500549317,-9.230001068116,"<
Diff = -9
P-value = 0.0071",1,"<
Diff = -15
P-value = 0.0167",1
"New Jersey",4,"Mathematics",50,243.809000396728,240.017498016357,247.682501220703,-3.87350082397498,"<
Diff = -4
P-value = 0.0300",1,"<
Diff = -15
P-value = 0.0167",1
"New Jersey",4,"Mathematics",75,265.366499328613,262.461499023438,267.659001159668,-2.29250183105501,"x
Diff = -2
P-value = 0.2551",0,"<
Diff = -15
P-value = 0.0167",1
"New Jersey",4,"Mathematics",90,283.993499755859,282.88699798584,284.234001159668,-0.240501403809048,"x
Diff = 0
P-value = 0.9145",0,"<
Diff = -15
P-value = 0.0167",1
"New Mexico",4,"Mathematics",10,179.087999725342,180.725499725342,190.351499938965,-11.263500213623,"<
Diff = -11
P-value = 0.0001",1,"x
Diff = -8
P-value = 0.1016",0
"New Mexico",4,"Mathematics",25,200.677500152588,200.30000076294,211.392498779297,-10.714998626709,"<
Diff = -11
P-value = 0.0000",1,"x
Diff = -8
P-value = 0.1016",0
"New Mexico",4,"Mathematics",50,225.303500366211,221.862998962402,232.502000427246,-7.19850006103499,"<
Diff = -7
P-value = 0.0000",1,"x
Diff = -8
P-value = 0.1016",0
"New Mexico",4,"Mathematics",75,247.367499542236,242.755500030518,252.16900100708,-4.80150146484399,"<
Diff = -5
P-value = 0.0048",1,"x
Diff = -8
P-value = 0.1016",0
"New Mexico",4,"Mathematics",90,266.353999328613,261.39700012207,269.388500976563,-3.03450164795004,"x
Diff = -3
P-value = 0.1790",0,"x
Diff = -8
P-value = 0.1016",0
"New York",4,"Mathematics",10,184.769000244141,178.654999542236,193.184997558594,-8.41599731445299,"x
Diff = -8
P-value = 0.1003",0,"x
Diff = -9
P-value = 0.2561",0
"New York",4,"Mathematics",25,210.622498321533,203.659001159668,215.648000335693,-5.02550201416003,"x
Diff = -5
P-value = 0.1207",0,"x
Diff = -9
P-value = 0.2561",0
"New York",4,"Mathematics",50,236.839500427246,229.433499145508,238.603999328613,-1.76449890136701,"x
Diff = -2
P-value = 0.3591",0,"x
Diff = -9
P-value = 0.2561",0
"New York",4,"Mathematics",75,259.996499633789,252.251500701904,259.213499450684,0.783000183105003,"x
Diff = 1
P-value = 0.6572",0,"x
Diff = -9
P-value = 0.2561",0
"New York",4,"Mathematics",90,278.515498352051,271.390998840332,277.859996032715,0.655502319335994,"x
Diff = 1
P-value = 0.7953",0,"x
Diff = -9
P-value = 0.2561",0
"North Carolina",4,"Mathematics",10,191.872999572754,192.31250076294,202.073999023438,-10.200999450684,"<
Diff = -10
P-value = 0.0046",1,"<
Diff = -12
P-value = 0.0395",1
"North Carolina",4,"Mathematics",25,216.964499664307,214.073500061035,221.867001342774,-4.90250167846699,"<
Diff = -5
P-value = 0.0100",1,"<
Diff = -12
P-value = 0.0395",1
"North Carolina",4,"Mathematics",50,241.726001739502,236.995499420166,242.666000366211,-0.939998626708984,"x
Diff = -1
P-value = 0.6097",0,"<
Diff = -12
P-value = 0.0395",1
"North Carolina",4,"Mathematics",75,263.129000854492,258.929997253418,262.336000061035,0.793000793456997,"x
Diff = 1
P-value = 0.7748",0,"<
Diff = -12
P-value = 0.0395",1
"North Carolina",4,"Mathematics",90,280.848999023438,278.350500488281,279.388000488281,1.46099853515699,"x
Diff = 1
P-value = 0.5061",0,"<
Diff = -12
P-value = 0.0395",1
"North Dakota",4,"Mathematics",10,199.407500457764,200.333498382568,204.50299987793,-5.09549942016599,"x
Diff = -5
P-value = 0.1511",0,"x
Diff = -6
P-value = 0.2299",0
"North Dakota",4,"Mathematics",25,221.458000946045,221.000498199463,224.709501647949,-3.25150070190401,"x
Diff = -3
P-value = 0.3149",0,"x
Diff = -6
P-value = 0.2299",0
"North Dakota",4,"Mathematics",50,243.913499450684,242.015500640869,245.000498199463,-1.08699874877902,"x
Diff = -1
P-value = 0.4632",0,"x
Diff = -6
P-value = 0.2299",0
"North Dakota",4,"Mathematics",75,263.173501586914,261.1375,263.077500915528,0.0960006713860366,"x
Diff = 0
P-value = 0.9589",0,"x
Diff = -6
P-value = 0.2299",0
"North Dakota",4,"Mathematics",90,279.185997009277,276.79349975586,277.917999267578,1.26799774169899,"x
Diff = 1
P-value = 0.3220",0,"x
Diff = -6
P-value = 0.2299",0
"Ohio",4,"Mathematics",10,192.370498657227,190.915999603272,201.966996765137,-9.59649810791001,"<
Diff = -10
P-value = 0.0040",1,"<
Diff = -12
P-value = 0.0169",1
"Ohio",4,"Mathematics",25,217.390000915527,215.798501586914,221.779000854492,-4.38899993896501,"x
Diff = -4
P-value = 0.0739",0,"<
Diff = -12
P-value = 0.0169",1
"Ohio",4,"Mathematics",50,242.605000305176,240.934999084473,242.60299911499,0.00200119018597888,"x
Diff = 0
P-value = 0.9994",0,"<
Diff = -12
P-value = 0.0169",1
"Ohio",4,"Mathematics",75,264.03150177002,261.710499572754,261.432998657227,2.59850311279297,"x
Diff = 3
P-value = 0.1200",0,"<
Diff = -12
P-value = 0.0169",1
"Ohio",4,"Mathematics",90,280.463496398926,279.624499511719,278.018002319336,2.44549407958999,"x
Diff = 2
P-value = 0.1107",0,"<
Diff = -12
P-value = 0.0169",1
"Oklahoma",4,"Mathematics",10,189.302000427246,189.217500305176,200.714499664307,-11.412499237061,"<
Diff = -11
P-value = 0.0026",1,"<
Diff = -12
P-value = 0.0310",1
"Oklahoma",4,"Mathematics",25,212.645999908447,209.411000061035,219.393000030518,-6.747000122071,"<
Diff = -7
P-value = 0.0002",1,"<
Diff = -12
P-value = 0.0310",1
"Oklahoma",4,"Mathematics",50,234.124001312256,231.080000305176,238.364501190186,-4.24049987792998,"<
Diff = -4
P-value = 0.0073",1,"<
Diff = -12
P-value = 0.0310",1
"Oklahoma",4,"Mathematics",75,254.748499298096,250.557501220703,256.343502044678,-1.59500274658203,"x
Diff = -2
P-value = 0.3785",0,"<
Diff = -12
P-value = 0.0310",1
"Oklahoma",4,"Mathematics",90,272.963499450684,267.515998840332,272.280999755859,0.682499694825026,"x
Diff = 1
P-value = 0.7309",0,"<
Diff = -12
P-value = 0.0310",1
"Oregon",4,"Mathematics",10,178.465501403808,182.513999938965,190.675500488281,-12.209999084473,"<
Diff = -12
P-value = 0.0002",1,"x
Diff = -7
P-value = 0.2484",0
"Oregon",4,"Mathematics",25,204.326000976563,204.826502990723,214.413999938965,-10.087998962402,"<
Diff = -10
P-value = 0.0000",1,"x
Diff = -7
P-value = 0.2484",0
"Oregon",4,"Mathematics",50,231.076999664307,228.959999847412,238.069999694824,-6.99300003051698,"<
Diff = -7
P-value = 0.0015",1,"x
Diff = -7
P-value = 0.2484",0
"Oregon",4,"Mathematics",75,255.010500335693,252.65950012207,260.640498352051,-5.629998016358,"<
Diff = -6
P-value = 0.0063",1,"x
Diff = -7
P-value = 0.2484",0
"Oregon",4,"Mathematics",90,274.081498718262,272.077499389648,279.479000854492,-5.39750213623,"<
Diff = -5
P-value = 0.0484",1,"x
Diff = -7
P-value = 0.2484",0
"Pennsylvania",4,"Mathematics",10,189.690999603271,189.953499603271,197.604999542236,-7.91399993896499,"<
Diff = -8
P-value = 0.0082",1,"x
Diff = -4
P-value = 0.5181",0
"Pennsylvania",4,"Mathematics",25,214.344000244141,215.363000488281,222.570999908447,-8.22699966430599,"<
Diff = -8
P-value = 0.0098",1,"x
Diff = -4
P-value = 0.5181",0
"Pennsylvania",4,"Mathematics",50,241.04649887085,240.55950012207,246.775999450684,-5.729500579834,"<
Diff = -6
P-value = 0.0498",1,"x
Diff = -4
P-value = 0.5181",0
"Pennsylvania",4,"Mathematics",75,263.328001403809,262.400999450684,267.56300201416,-4.23500061035099,"x
Diff = -4
P-value = 0.0777",0,"x
Diff = -4
P-value = 0.5181",0
"Pennsylvania",4,"Mathematics",90,281.97749786377,279.646499633789,285.97200012207,-3.99450225830003,"x
Diff = -4
P-value = 0.2193",0,"x
Diff = -4
P-value = 0.5181",0
"Puerto Rico",4,"Mathematics",10,141.353999328613,140.896997833252,147.896999359131,-6.54300003051799,"<
Diff = -7
P-value = 0.0006",1,"<
Diff = -11
P-value = 0.0027",1
"Puerto Rico",4,"Mathematics",25,162.858999633789,159.131000518799,165.687001037598,-2.828001403809,"<
Diff = -3
P-value = 0.0133",1,"<
Diff = -11
P-value = 0.0027",1
"Puerto Rico",4,"Mathematics",50,185.356999206543,178.835999298096,185.345500183105,0.0114990234380059,"x
Diff = 0
P-value = 0.9933",0,"<
Diff = -11
P-value = 0.0027",1
"Puerto Rico",4,"Mathematics",75,206.524500274658,197.879500579834,204.082500457764,2.441999816894,"x
Diff = 2
P-value = 0.1597",0,"<
Diff = -11
P-value = 0.0027",1
"Puerto Rico",4,"Mathematics",90,224.81849899292,214.702000427246,220.457999420166,4.36049957275401,">
Diff = 4
P-value = 0.0201",1,"<
Diff = -11
P-value = 0.0027",1
"Rhode Island",4,"Mathematics",10,190.151498413086,190.970500183106,197.996001434326,-7.84450302124,"<
Diff = -8
P-value = 0.0142",1,"<
Diff = -12
P-value = 0.0426",1
"Rhode Island",4,"Mathematics",25,215.019497680664,212.423999023437,220.735499572754,-5.71600189209002,"<
Diff = -6
P-value = 0.0188",1,"<
Diff = -12
P-value = 0.0426",1
"Rhode Island",4,"Mathematics",50,239.291498565674,235.954501342773,241.963000488281,-2.67150192260701,"<
Diff = -3
P-value = 0.0444",1,"<
Diff = -12
P-value = 0.0426",1
"Rhode Island",4,"Mathematics",75,261.442002868652,256.584998321533,260.547003173828,0.894999694824037,"x
Diff = 1
P-value = 0.5463",0,"<
Diff = -12
P-value = 0.0426",1
"Rhode Island",4,"Mathematics",90,280.257998657227,274.534503173828,276.352500915527,3.9054977417,"x
Diff = 4
P-value = 0.1413",0,"<
Diff = -12
P-value = 0.0426",1
"South Carolina",4,"Mathematics",10,191.326998901367,190.641500854492,195.245500946045,-3.91850204467801,"x
Diff = -4
P-value = 0.2874",0,"x
Diff = -7
P-value = 0.3208",0
"South Carolina",4,"Mathematics",25,215.154001617432,213.421500396729,215.792500305176,-0.638498687744004,"x
Diff = -1
P-value = 0.7641",0,"x
Diff = -7
P-value = 0.3208",0
"South Carolina",4,"Mathematics",50,240.37799987793,236.111000061035,237.876000213623,2.50199966430699,"x
Diff = 3
P-value = 0.1384",0,"x
Diff = -7
P-value = 0.3208",0
"South Carolina",4,"Mathematics",75,262.368997192383,256.816996765137,258.983499145508,3.385498046875,"x
Diff = 3
P-value = 0.1190",0,"x
Diff = -7
P-value = 0.3208",0
"South Carolina",4,"Mathematics",90,279.486001586914,274.877998352051,276.86350402832,2.62249755859403,"x
Diff = 3
P-value = 0.3688",0,"x
Diff = -7
P-value = 0.3208",0
"South Dakota",4,"Mathematics",10,195.482000732422,196.798499298096,201.479000091553,-5.996999359131,"x
Diff = -6
P-value = 0.1379",0,"x
Diff = -8
P-value = 0.2435",0
"South Dakota",4,"Mathematics",25,219.636000061035,219.538000488281,223.622501373291,-3.986501312256,"x
Diff = -4
P-value = 0.0959",0,"x
Diff = -8
P-value = 0.2435",0
"South Dakota",4,"Mathematics",50,243.163499450684,241.784000396729,244.169000244141,-1.005500793457,"x
Diff = -1
P-value = 0.5359",0,"x
Diff = -8
P-value = 0.2435",0
"South Dakota",4,"Mathematics",75,262.384501647949,260.888500976563,261.977998352051,0.406503295898005,"x
Diff = 0
P-value = 0.7225",0,"x
Diff = -8
P-value = 0.2435",0
"South Dakota",4,"Mathematics",90,278.596501159668,276.267501831055,276.92600402832,1.67049713134799,"x
Diff = 2
P-value = 0.4929",0,"x
Diff = -8
P-value = 0.2435",0
"Tennessee",4,"Mathematics",10,192.623500823975,193.758000946045,198.565501403809,-5.942000579834,"x
Diff = -6
P-value = 0.2359",0,"x
Diff = -7
P-value = 0.3760",0
"Tennessee",4,"Mathematics",25,218.438999176025,214.895499420166,218.923998260498,-0.484999084473003,"x
Diff = 0
P-value = 0.8339",0,"x
Diff = -7
P-value = 0.3760",0
"Tennessee",4,"Mathematics",50,242.626998901367,237.8375,241.004499816895,1.622499084472,"x
Diff = 2
P-value = 0.3376",0,"x
Diff = -7
P-value = 0.3760",0
"Tennessee",4,"Mathematics",75,263.188500976563,258.888496398926,261.703500366211,1.48500061035196,"x
Diff = 1
P-value = 0.4379",0,"x
Diff = -7
P-value = 0.3760",0
"Tennessee",4,"Mathematics",90,280.544999694824,277.40499420166,279.44599609375,1.099003601074,"x
Diff = 1
P-value = 0.6773",0,"x
Diff = -7
P-value = 0.3760",0
"Texas",4,"Mathematics",10,195.981502532959,197.058000946045,205.419999694824,-9.438497161865,"<
Diff = -9
P-value = 0.0011",1,"x
Diff = -9
P-value = 0.0996",0
"Texas",4,"Mathematics",25,219.384501647949,218.072499084473,224.250498962402,-4.86599731445298,"<
Diff = -5
P-value = 0.0359",1,"x
Diff = -9
P-value = 0.0996",0
"Texas",4,"Mathematics",50,243.140000152588,239.621998596191,244.503499603271,-1.36349945068301,"x
Diff = -1
P-value = 0.4722",0,"x
Diff = -9
P-value = 0.0996",0
"Texas",4,"Mathematics",75,263.267999267578,260.464501953125,263.741000366211,-0.473001098633006,"x
Diff = 0
P-value = 0.8168",0,"x
Diff = -9
P-value = 0.0996",0
"Texas",4,"Mathematics",90,279.895999145508,278.077502441406,280.749998474121,-0.853999328613043,"x
Diff = -1
P-value = 0.7279",0,"x
Diff = -9
P-value = 0.0996",0
"Utah",4,"Mathematics",10,193.865000915527,192.390501403809,201.051500701904,-7.186499786377,"x
Diff = -7
P-value = 0.0850",0,"x
Diff = -6
P-value = 0.3718",0
"Utah",4,"Mathematics",25,220.101000976563,218.296000671387,223.24700012207,-3.14599914550701,"x
Diff = -3
P-value = 0.3058",0,"x
Diff = -6
P-value = 0.3718",0
"Utah",4,"Mathematics",50,245.00299987793,242.433500671387,246.141999816894,-1.13899993896402,"x
Diff = -1
P-value = 0.5023",0,"x
Diff = -6
P-value = 0.3718",0
"Utah",4,"Mathematics",75,265.410000610352,263.631500244141,266.09700012207,-0.686999511718057,"x
Diff = -1
P-value = 0.6801",0,"x
Diff = -6
P-value = 0.3718",0
"Utah",4,"Mathematics",90,282.210499572754,282.031001281738,283.127998352051,-0.917498779297034,"x
Diff = -1
P-value = 0.7389",0,"x
Diff = -6
P-value = 0.3718",0
"Vermont",4,"Mathematics",10,191.013000488281,190.507500457764,198.019499206543,-7.00649871826201,"<
Diff = -7
P-value = 0.0011",1,"x
Diff = -6
P-value = 0.1574",0
"Vermont",4,"Mathematics",25,213.584998321533,212.611998748779,220.590500640869,-7.00550231933602,"<
Diff = -7
P-value = 0.0000",1,"x
Diff = -6
P-value = 0.1574",0
"Vermont",4,"Mathematics",50,236.695500183105,236.180500030518,240.687999725342,-3.992499542237,"<
Diff = -4
P-value = 0.0327",1,"x
Diff = -6
P-value = 0.1574",0
"Vermont",4,"Mathematics",75,258.492498779297,257.1875,260.149499511719,-1.65700073242198,"x
Diff = -2
P-value = 0.4256",0,"x
Diff = -6
P-value = 0.1574",0
"Vermont",4,"Mathematics",90,275.61300201416,274.337498474121,276.79100189209,-1.17799987793001,"x
Diff = -1
P-value = 0.5645",0,"x
Diff = -6
P-value = 0.1574",0
"Virginia",4,"Mathematics",10,190.395500946045,190.26549911499,208.59349899292,-18.197998046875,"<
Diff = -18
P-value = 0.0001",1,"<
Diff = -15
P-value = 0.0349",1
"Virginia",4,"Mathematics",25,215.750000762939,213.913999938965,227.946501922608,-12.196501159669,"<
Diff = -12
P-value = 0.0003",1,"<
Diff = -15
P-value = 0.0349",1
"Virginia",4,"Mathematics",50,240.413000488281,238.238999176025,247.469499969482,-7.056499481201,"<
Diff = -7
P-value = 0.0072",1,"<
Diff = -15
P-value = 0.0349",1
"Virginia",4,"Mathematics",75,262.601504516602,261.184997558594,266.660501098633,-4.058996582031,"x
Diff = -4
P-value = 0.0813",0,"<
Diff = -15
P-value = 0.0349",1
"Virginia",4,"Mathematics",90,281.374502563477,278.678001403809,285.007499694824,-3.632997131347,"x
Diff = -4
P-value = 0.1898",0,"<
Diff = -15
P-value = 0.0349",1
"Washington",4,"Mathematics",10,189.873999786377,189.934999084473,196.913999176025,-7.03999938964799,"<
Diff = -7
P-value = 0.0396",1,"x
Diff = -8
P-value = 0.1894",0
"Washington",4,"Mathematics",25,213.550001525879,212.719500732422,218.409998321533,-4.85999679565401,"x
Diff = -5
P-value = 0.0874",0,"x
Diff = -8
P-value = 0.1894",0
"Washington",4,"Mathematics",50,239.446998596191,236.228498840332,240.844998931885,-1.39800033569398,"x
Diff = -1
P-value = 0.5309",0,"x
Diff = -8
P-value = 0.1894",0
"Washington",4,"Mathematics",75,262.855500793457,258.341502380371,261.515498352051,1.340002441406,"x
Diff = 1
P-value = 0.5025",0,"x
Diff = -8
P-value = 0.1894",0
"Washington",4,"Mathematics",90,281.864498901367,277.764503479004,280.989001464844,0.875497436523005,"x
Diff = 1
P-value = 0.7403",0,"x
Diff = -8
P-value = 0.1894",0
"West Virginia",4,"Mathematics",10,186.556000518799,185.257001495361,190.767999267578,-4.211998748779,"x
Diff = -4
P-value = 0.2051",0,"x
Diff = -7
P-value = 0.2456",0
"West Virginia",4,"Mathematics",25,210.646500396728,206.943997955322,213.008000946045,-2.36150054931701,"x
Diff = -2
P-value = 0.4517",0,"x
Diff = -7
P-value = 0.2456",0
"West Virginia",4,"Mathematics",50,234.140000152588,227.640500640869,234.363500213623,-0.223500061035026,"x
Diff = 0
P-value = 0.8912",0,"x
Diff = -7
P-value = 0.2456",0
"West Virginia",4,"Mathematics",75,254.06549987793,247.022499084473,252.726500701904,1.33899917602599,"x
Diff = 1
P-value = 0.2680",0,"x
Diff = -7
P-value = 0.2456",0
"West Virginia",4,"Mathematics",90,271.158995056152,264.054499816895,268.202499389648,2.956495666504,"x
Diff = 3
P-value = 0.3015",0,"x
Diff = -7
P-value = 0.2456",0
"Wisconsin",4,"Mathematics",10,190.866501617432,192.979998779297,194.735501861572,-3.86900024414001,"x
Diff = -4
P-value = 0.3522",0,"x
Diff = -3
P-value = 0.6256",0
"Wisconsin",4,"Mathematics",25,216.867997741699,219.437998962402,220.444499969483,-3.57650222778398,"x
Diff = -4
P-value = 0.1138",0,"x
Diff = -3
P-value = 0.6256",0
"Wisconsin",4,"Mathematics",50,242.134999084473,243.295000457764,244.578998565674,-2.44399948120099,"x
Diff = -2
P-value = 0.2661",0,"x
Diff = -3
P-value = 0.6256",0
"Wisconsin",4,"Mathematics",75,264.29349975586,263.834503173828,265.50450592041,-1.21100616454999,"x
Diff = -1
P-value = 0.5644",0,"x
Diff = -3
P-value = 0.6256",0
"Wisconsin",4,"Mathematics",90,282.521496582031,282.408995056152,282.915998840332,-0.394502258301031,"x
Diff = 0
P-value = 0.8917",0,"x
Diff = -3
P-value = 0.6256",0
"Wyoming",4,"Mathematics",10,202.120001220703,203.312000274658,209.087000274658,-6.96699905395502,"<
Diff = -7
P-value = 0.0079",1,"x
Diff = -7
P-value = 0.1075",0
"Wyoming",4,"Mathematics",25,224.620498657226,224.112499237061,228.351999664307,-3.73150100708099,"x
Diff = -4
P-value = 0.1694",0,"x
Diff = -7
P-value = 0.1075",0
"Wyoming",4,"Mathematics",50,245.85950088501,244.744000244141,247.458500671387,-1.59899978637699,"x
Diff = -2
P-value = 0.4019",0,"x
Diff = -7
P-value = 0.1075",0
"Wyoming",4,"Mathematics",75,264.415498352051,263.51950378418,265.328002929688,-0.912504577637037,"x
Diff = -1
P-value = 0.6275",0,"x
Diff = -7
P-value = 0.1075",0
"Wyoming",4,"Mathematics",90,280.263996887207,279.791500854492,280.448498535156,-0.184501647948991,"x
Diff = 0
P-value = 0.9015",0,"x
Diff = -7
P-value = 0.1075",0
"Alabama",8,"Mathematics",10,210.455000305176,214.02799987793,220.835499572754,-10.380499267578,"<
Diff = -10
P-value = 0.0305",1,"x
Diff = -8
P-value = 0.3811",0
"Alabama",8,"Mathematics",25,234.255999755859,237.497998809815,244.000500488281,-9.74450073242201,"<
Diff = -10
P-value = 0.0022",1,"x
Diff = -8
P-value = 0.3811",0
"Alabama",8,"Mathematics",50,261.574502563477,264.513000488281,268.582000732422,-7.00749816894501,"<
Diff = -7
P-value = 0.0306",1,"x
Diff = -8
P-value = 0.3811",0
"Alabama",8,"Mathematics",75,289.861499023438,291.102000427246,294.326998901367,-4.46549987792901,"x
Diff = -4
P-value = 0.0873",0,"x
Diff = -8
P-value = 0.3811",0
"Alabama",8,"Mathematics",90,313.519500732422,314.120001220703,316.393502807617,-2.87400207519499,"x
Diff = -3
P-value = 0.4632",0,"x
Diff = -8
P-value = 0.3811",0
"Alaska",8,"Mathematics",10,205.282999420166,217.520999908447,218.305498504639,-13.022499084473,"<
Diff = -13
P-value = 0.0008",1,"x
Diff = -5
P-value = 0.3570",0
"Alaska",8,"Mathematics",25,234.379500579834,243.962998962402,247.250999450684,-12.87149887085,"<
Diff = -13
P-value = 0.0001",1,"x
Diff = -5
P-value = 0.3570",0
"Alaska",8,"Mathematics",50,266.190501403809,270.866000366211,276.205999755859,-10.01549835205,"<
Diff = -10
P-value = 0.0012",1,"x
Diff = -5
P-value = 0.3570",0
"Alaska",8,"Mathematics",75,294.641999816895,296.818501281738,303.792997741699,-9.15099792480402,"<
Diff = -9
P-value = 0.0000",1,"x
Diff = -5
P-value = 0.3570",0
"Alaska",8,"Mathematics",90,318.767500305176,319.48450012207,326.393502807617,-7.626002502441,"<
Diff = -8
P-value = 0.0004",1,"x
Diff = -5
P-value = 0.3570",0
"Arizona",8,"Mathematics",10,211.507501220703,219.920500183106,229.570500183105,-18.062998962402,"<
Diff = -18
P-value = 0.0000",1,"<
Diff = -15
P-value = 0.0262",1
"Arizona",8,"Mathematics",25,238.420000457764,243.050499725342,253.660501861572,-15.240501403808,"<
Diff = -15
P-value = 0.0000",1,"<
Diff = -15
P-value = 0.0262",1
"Arizona",8,"Mathematics",50,269.841996765137,270.314497375488,279.932499694824,-10.090502929687,"<
Diff = -10
P-value = 0.0000",1,"<
Diff = -15
P-value = 0.0262",1
"Arizona",8,"Mathematics",75,300.116499328613,297.375500488281,305.988500976563,-5.87200164795001,"x
Diff = -6
P-value = 0.0563",0,"<
Diff = -15
P-value = 0.0262",1
"Arizona",8,"Mathematics",90,327.062998962403,321.164999389648,330.080502319336,-3.01750335693299,"x
Diff = -3
P-value = 0.4029",0,"<
Diff = -15
P-value = 0.0262",1
"Arkansas",8,"Mathematics",10,216.162999725342,221.301999664307,223.380998229981,-7.21799850463901,"<
Diff = -7
P-value = 0.0229",1,"x
Diff = 0
P-value = 0.9904",0
"Arkansas",8,"Mathematics",25,239.497498321533,242.369500732422,248.077500152588,-8.580001831055,"<
Diff = -9
P-value = 0.0001",1,"x
Diff = 0
P-value = 0.9904",0
"Arkansas",8,"Mathematics",50,266.476499938965,266.793504333496,275.457000732422,-8.980500793457,"<
Diff = -9
P-value = 0.0002",1,"x
Diff = 0
P-value = 0.9904",0
"Arkansas",8,"Mathematics",75,291.998001098633,291.628999328613,301.64949798584,-9.65149688720703,"<
Diff = -10
P-value = 0.0041",1,"x
Diff = 0
P-value = 0.9904",0
"Arkansas",8,"Mathematics",90,316.029998779297,313.128503417969,323.174499511719,-7.14450073242199,"<
Diff = -7
P-value = 0.0217",1,"x
Diff = 0
P-value = 0.9904",0
"California",8,"Mathematics",10,211.062500762939,218.207998657227,223.201501464844,-12.139000701905,"<
Diff = -12
P-value = 0.0003",1,"x
Diff = -9
P-value = 0.1800",0
"California",8,"Mathematics",25,237.00599899292,240.744499206543,245.934999084473,-8.92900009155298,"<
Diff = -9
P-value = 0.0022",1,"x
Diff = -9
P-value = 0.1800",0
"California",8,"Mathematics",50,267.094000244141,268.09049987793,273.600997924805,-6.50699768066397,"<
Diff = -7
P-value = 0.0100",1,"x
Diff = -9
P-value = 0.1800",0
"California",8,"Mathematics",75,299.379998779297,296.102500915527,304.011500549317,-4.63150177002001,"x
Diff = -5
P-value = 0.2681",0,"x
Diff = -9
P-value = 0.1800",0
"California",8,"Mathematics",90,328.970498657227,325.328001403809,331.918504333496,-2.94800567626902,"x
Diff = -3
P-value = 0.4187",0,"x
Diff = -9
P-value = 0.1800",0
"Colorado",8,"Mathematics",10,222.094998931885,223.433499908447,232.750001525879,-10.655002593994,"<
Diff = -11
P-value = 0.0002",1,"x
Diff = -9
P-value = 0.2329",0
"Colorado",8,"Mathematics",25,249.311000061035,248.801000213623,258.922998046875,-9.61199798584002,"<
Diff = -10
P-value = 0.0022",1,"x
Diff = -9
P-value = 0.2329",0
"Colorado",8,"Mathematics",50,279.383001708985,275.556500244141,286.079504394531,-6.69650268554602,"<
Diff = -7
P-value = 0.0204",1,"x
Diff = -9
P-value = 0.2329",0
"Colorado",8,"Mathematics",75,308.396501159668,302.222497558594,311.865501403809,-3.469000244141,"x
Diff = -3
P-value = 0.2328",0,"x
Diff = -9
P-value = 0.2329",0
"Colorado",8,"Mathematics",90,332.577000427246,325.457498168945,334.612002563476,-2.03500213622999,"x
Diff = -2
P-value = 0.6378",0,"x
Diff = -9
P-value = 0.2329",0
"Connecticut",8,"Mathematics",10,219.673999023437,223.144499206543,230.237001037598,-10.563002014161,"x
Diff = -11
P-value = 0.1079",0,"x
Diff = -3
P-value = 0.7595",0
"Connecticut",8,"Mathematics",25,245.681000518799,247.491999816895,257.424501037598,-11.743500518799,"<
Diff = -12
P-value = 0.0003",1,"x
Diff = -3
P-value = 0.7595",0
"Connecticut",8,"Mathematics",50,277.633999633789,276.299998474121,287.128999328613,-9.494999694824,"<
Diff = -9
P-value = 0.0041",1,"x
Diff = -3
P-value = 0.7595",0
