"State","Grade","Subject","Percentile","Score.2024","Score.2022","Score.2019","Score.Change","Group"
"Idaho",4,"Reading","25th",174.968999481201,175.188997650146,187.563999176025,-12.594999694824,"Economically disadvantaged"
"Idaho",4,"Reading","25th",201.446999359131,203.98099899292,214.874501037598,-13.427501678467,"Not economically disadvantaged"
"Illinois",4,"Reading","25th",170.915500640869,173.720500183106,180.469999694824,-9.554499053955,"Economically disadvantaged"
"Illinois",4,"Reading","25th",207.857500457764,208.7375,213.522499847412,-5.66499938964802,"Not economically disadvantaged"
"Indiana",4,"Reading","25th",184.444500732422,179.608499908447,185.784999847412,-1.34049911499,"Economically disadvantaged"
"Indiana",4,"Reading","25th",211.024500274658,206.189501953125,217.078998565674,-6.05449829101599,"Not economically disadvantaged"
"Iowa",4,"Reading","25th",174.852499389649,177.950498199463,182.744500732422,-7.892001342773,"Economically disadvantaged"
"Iowa",4,"Reading","25th",204.749001312256,208.129998779297,214.176499938965,-9.427498626709,"Not economically disadvantaged"
"Kansas",4,"Reading","25th",171.528498077393,172.387000274658,183.151998901367,-11.623500823974,"Economically disadvantaged"
"Kansas",4,"Reading","25th",205.21549911499,206.64049987793,215.898999786377,-10.683500671387,"Not economically disadvantaged"
"Kentucky",4,"Reading","25th",181.260500335693,180.126999664307,188.358501434326,-7.09800109863301,"Economically disadvantaged"
"Kentucky",4,"Reading","25th",212.296000671387,211.735501098633,216.441999816895,-4.145999145508,"Not economically disadvantaged"
"Louisiana",4,"Reading","25th",181.955497741699,178.327001190186,176.495001220703,5.460496520996,"Economically disadvantaged"
"Louisiana",4,"Reading","25th",213.779000091553,211.815501403809,206.473500061035,7.305500030518,"Not economically disadvantaged"
"Maine",4,"Reading","25th",167.698500823975,168.614499664307,185.505500793457,-17.806999969482,"Economically disadvantaged"
"Maine",4,"Reading","25th",195.643499755859,202.008501434326,210.249500274658,-14.606000518799,"Not economically disadvantaged"
"Maryland",4,"Reading","25th",166.618000030518,168.592000579834,179.183000183106,-12.565000152588,"Economically disadvantaged"
"Maryland",4,"Reading","25th",202.962998962402,203.259999847412,212.051000213623,-9.08800125122102,"Not economically disadvantaged"
"Massachusetts",4,"Reading","25th",176.990500640869,182.139500427246,191.166999816895,-14.176499176026,"Economically disadvantaged"
"Massachusetts",4,"Reading","25th",216.904500579834,221.634001159668,219.995998382568,-3.09149780273398,"Not economically disadvantaged"
"Michigan",4,"Reading","25th",168.319500732422,170.125998687744,181.159999847412,-12.84049911499,"Economically disadvantaged"
"Michigan",4,"Reading","25th",205.814499664307,210.464998626709,212.486501312256,-6.672001647949,"Not economically disadvantaged"
"Minnesota",4,"Reading","25th",170.826999664307,167.316497039795,179.36249923706,-8.535499572753,"Economically disadvantaged"
"Minnesota",4,"Reading","25th",208.586499023437,204.911500549316,215.674000549317,-7.08750152587999,"Not economically disadvantaged"
"Mississippi",4,"Reading","25th",189.509000396728,188.425499725342,192.918000030518,-3.40899963378999,"Economically disadvantaged"
"Mississippi",4,"Reading","25th",220.922500610352,217.905000305176,219.934001159668,0.988499450684003,"Not economically disadvantaged"
"Missouri",4,"Reading","25th",172.282499694824,168.466001129151,181.809498596192,-9.52699890136799,"Economically disadvantaged"
"Missouri",4,"Reading","25th",207.260000610352,206.128498840332,216.022999572754,-8.76299896240201,"Not economically disadvantaged"
"Montana",4,"Reading","25th",178.6125,178.097499084473,183.475499725342,-4.86299972534198,"Economically disadvantaged"
"Montana",4,"Reading","25th",205.545498657227,207.426500701904,215.82149887085,-10.276000213623,"Not economically disadvantaged"
"Nebraska",4,"Reading","25th",169.997500610352,173.77149887085,185.823500061035,-15.825999450683,"Economically disadvantaged"
"Nebraska",4,"Reading","25th",204.322500610352,210.544500732422,215.144498443604,-10.821997833252,"Not economically disadvantaged"
"Nevada",4,"Reading","25th",182.303999328613,181.558000183106,187.687500762939,-5.38350143432601,"Economically disadvantaged"
"Nevada",4,"Reading","25th",207.188998413086,205.805500030518,213.786499023438,-6.597500610352,"Not economically disadvantaged"
"New Hampshire",4,"Reading","25th",175.578999328613,178.236499786377,185.186499786377,-9.60750045776399,"Economically disadvantaged"
"New Hampshire",4,"Reading","25th",203.834999084473,206.107498931885,214.209998321533,-10.37499923706,"Not economically disadvantaged"
"New Jersey",4,"Reading","25th",171.853999328613,177.90950012207,187.230499267578,-15.376499938965,"Economically disadvantaged"
"New Jersey",4,"Reading","25th",214.038999938965,213.432500457764,220.953498840332,-6.91449890136701,"Not economically disadvantaged"
"New Mexico",4,"Reading","25th",161.91900100708,166.861002349854,176.157000732422,-14.237999725342,"Economically disadvantaged"
"New Mexico",4,"Reading","25th",184.063500213623,204.835499572754,210.712000274658,-26.648500061035,"Not economically disadvantaged"
"New York",4,"Reading","25th",174.171998596191,175.6125,181.969000244141,-7.79700164795,"Economically disadvantaged"
"New York",4,"Reading","25th",208.460500335693,208.585498809814,219.342000579834,-10.881500244141,"Not economically disadvantaged"
"North Carolina",4,"Reading","25th",174.425999450684,173.386500549316,185.340000915527,-10.914001464843,"Economically disadvantaged"
"North Carolina",4,"Reading","25th",203.38099899292,201.801999664307,214.137499237061,-10.756500244141,"Not economically disadvantaged"
"North Dakota",4,"Reading","25th",180.934001159668,175.456499481201,184.859999084473,-3.92599792480502,"Economically disadvantaged"
"North Dakota",4,"Reading","25th",199.337500762939,204.028499603271,209.321499633789,-9.98399887085,"Not economically disadvantaged"
"Ohio",4,"Reading","25th",175.199499511719,174.143001556397,188.249499511719,-13.05,"Economically disadvantaged"
"Ohio",4,"Reading","25th",209.560998535156,213.448999786377,219.190000915527,-9.62900238037102,"Not economically disadvantaged"
"Oklahoma",4,"Reading","25th",173.691999816895,174.47799911499,186.304999542236,-12.612999725341,"Economically disadvantaged"
"Oklahoma",4,"Reading","25th",205.979499053955,201.691500091553,211.710000610352,-5.730501556397,"Not economically disadvantaged"
"Oregon",4,"Reading","25th",159.784499359131,181.697501373291,181.48450088501,-21.700001525879,"Economically disadvantaged"
"Oregon",4,"Reading","25th",192.942499542236,NA,216.126499938965,-23.184000396729,"Not economically disadvantaged"
"Pennsylvania",4,"Reading","25th",175.547499084473,177.633500671387,180.938000488281,-5.390501403808,"Economically disadvantaged"
"Pennsylvania",4,"Reading","25th",210.341501617432,212.76600112915,218.316500854492,-7.97499923706002,"Not economically disadvantaged"
"Rhode Island",4,"Reading","25th",171.637500762939,174.929499053955,182.210000610352,-10.572499847413,"Economically disadvantaged"
"Rhode Island",4,"Reading","25th",208.497499084473,208.496500396729,214.24349899292,-5.745999908447,"Not economically disadvantaged"
"South Carolina",4,"Reading","25th",174.441501617432,179.088999938965,179.347998809814,-4.90649719238198,"Economically disadvantaged"
"South Carolina",4,"Reading","25th",212.445999145508,213.927500152588,216.283000183105,-3.83700103759699,"Not economically disadvantaged"
"South Dakota",4,"Reading","25th",170.889999389648,171.599498748779,183.728498840332,-12.838499450684,"Economically disadvantaged"
"South Dakota",4,"Reading","25th",203.492999267578,205.191001129151,209.24100112915,-5.74800186157199,"Not economically disadvantaged"
"Tennessee",4,"Reading","25th",169.888500213623,171.060499572754,177.734001159668,-7.84550094604501,"Economically disadvantaged"
"Tennessee",4,"Reading","25th",199.878500366211,196.48099899292,207.366000366211,-7.48750000000001,"Not economically disadvantaged"
"Texas",4,"Reading","25th",176.038500213623,177.801501464844,182.705498504639,-6.666998291016,"Economically disadvantaged"
"Texas",4,"Reading","25th",206.316498565674,211.531999969483,212.87200088501,-6.555502319336,"Not economically disadvantaged"
"Utah",4,"Reading","25th",170.724001312256,170.974501800537,183.45299987793,-12.728998565674,"Economically disadvantaged"
"Utah",4,"Reading","25th",205.435501098633,209.938500976563,216.178000640869,-10.742499542236,"Not economically disadvantaged"
"Vermont",4,"Reading","25th",169.048001098633,175.060501861572,178.93450012207,-9.88649902343701,"Economically disadvantaged"
"Vermont",4,"Reading","25th",203.641000366211,203.731499481201,212.963999176025,-9.32299880981401,"Not economically disadvantaged"
"Virginia",4,"Reading","25th",174.181500244141,163.765500640869,184.568501281738,-10.387001037597,"Economically disadvantaged"
"Virginia",4,"Reading","25th",201.182000732422,207.875002288819,216.558499145508,-15.376498413086,"Not economically disadvantaged"
"Washington",4,"Reading","25th",173.501499176026,173.187000274658,182.922500610352,-9.421001434326,"Economically disadvantaged"
"Washington",4,"Reading","25th",207.320500183106,209.957000732422,214.05650100708,-6.736000823974,"Not economically disadvantaged"
"West Virginia",4,"Reading","25th",166.11549911499,167.364000701904,177.920499420166,-11.805000305176,"Economically disadvantaged"
"West Virginia",4,"Reading","25th",192.272500610352,196.560000610352,202.856002044678,-10.583501434326,"Not economically disadvantaged"
"Wisconsin",4,"Reading","25th",171.105000305176,174.203002166748,178.385499572754,-7.28049926757799,"Economically disadvantaged"
"Wisconsin",4,"Reading","25th",207.7375,208.931500244141,212.693500518799,-4.95600051879899,"Not economically disadvantaged"
"Wyoming",4,"Reading","25th",186.982499694824,187.806999969482,190.936500549316,-3.95400085449199,"Economically disadvantaged"
"Wyoming",4,"Reading","25th",208.861000061035,209.611000061035,215.61549987793,-6.75449981689499,"Not economically disadvantaged"
"National",8,"Reading","25th",219.37200012207,223.940999603271,226.504499053955,-7.13249893188498,"Economically disadvantaged"
"National",8,"Reading","25th",246.948500061035,248.916499328613,254.340000915527,-7.39150085449202,"Not economically disadvantaged"
"Alabama",8,"Reading","25th",215.139000701904,214.137998962402,219.376999664307,-4.237998962403,"Economically disadvantaged"
"Alabama",8,"Reading","25th",247.374999237061,239.758499145508,242.857500457764,4.517498779297,"Not economically disadvantaged"
"Alaska",8,"Reading","25th",205.239999389648,208.751001739502,215.67850189209,-10.438502502442,"Economically disadvantaged"
"Alaska",8,"Reading","25th",233.203499603271,243.110501098633,243.80050201416,-10.597002410889,"Not economically disadvantaged"
"Arizona",8,"Reading","25th",221.036500549316,224.098500823975,226.971000671387,-5.934500122071,"Economically disadvantaged"
"Arizona",8,"Reading","25th",244.345501708984,246.480499267578,252.401999664307,-8.05649795532301,"Not economically disadvantaged"
"Arkansas",8,"Reading","25th",222.614000701904,223.7125,225.438999176025,-2.824998474121,"Economically disadvantaged"
"Arkansas",8,"Reading","25th",247.299000549317,246.006001281738,251.65650100708,-4.35750045776302,"Not economically disadvantaged"
"California",8,"Reading","25th",217.012001800537,222.983999633789,223.523001861572,-6.51100006103499,"Economically disadvantaged"
"California",8,"Reading","25th",247.371001434326,251.985999298096,254.394497680664,-7.023496246338,"Not economically disadvantaged"
"Colorado",8,"Reading","25th",227.611501312256,220.127500152588,227.666999816895,-0.0554985046389902,"Economically disadvantaged"
"Colorado",8,"Reading","25th",254.18450088501,253.154000091553,258.631500244141,-4.44699935913101,"Not economically disadvantaged"
"Connecticut",8,"Reading","25th",224.289500427246,223.739500427246,230.216999816895,-5.927499389649,"Economically disadvantaged"
"Connecticut",8,"Reading","25th",248.04400177002,251.967999267578,258.879002380371,-10.835000610351,"Not economically disadvantaged"
"Delaware",8,"Reading","25th",205.581500244141,216.672499847412,221.969498443604,-16.387998199463,"Economically disadvantaged"
"Delaware",8,"Reading","25th",230.408999633789,231.41900100708,241.816500091553,-11.407500457764,"Not economically disadvantaged"
"District of Columbia",8,"Reading","25th",213.077500915527,215.798499298096,214.827000427246,-1.74949951171899,"Economically disadvantaged"
"District of Columbia",8,"Reading","25th",232.326000976563,258.800499725342,252.770999145508,-20.444998168945,"Not economically disadvantaged"
"DoDEA",8,"Reading","25th",NA,NA,NA,NA,"Economically disadvantaged"
"DoDEA",8,"Reading","25th",NA,NA,NA,NA,"Not economically disadvantaged"
"Florida",8,"Reading","25th",220.872499847412,229.303001403809,231.050000762939,-10.177500915527,"Economically disadvantaged"
"Florida",8,"Reading","25th",238.885000610352,245.331500244141,253.741999053955,-14.856998443603,"Not economically disadvantaged"
"Georgia",8,"Reading","25th",224.125500488281,225.648499298096,229.420999145508,-5.295498657227,"Economically disadvantaged"
"Georgia",8,"Reading","25th",260.57799987793,249.235499572754,258.868002319336,1.70999755859401,"Not economically disadvantaged"
"Hawaii",8,"Reading","25th",217.280499267578,219.021998596192,222.12850112915,-4.84800186157202,"Economically disadvantaged"
"Hawaii",8,"Reading","25th",244.916000366211,246.086999511719,244.722500610352,0.193499755858994,"Not economically disadvantaged"
"Idaho",8,"Reading","25th",220.519499206543,231.958499145508,233.405000305176,-12.885501098633,"Economically disadvantaged"
"Idaho",8,"Reading","25th",246.916000366211,250.0375,257.006001281738,-10.090000915527,"Not economically disadvantaged"
"Illinois",8,"Reading","25th",220.015500640869,224.615998077393,228.904500579834,-8.88899993896501,"Economically disadvantaged"
"Illinois",8,"Reading","25th",254.117999267578,252.73450012207,257.466499328613,-3.348500061035,"Not economically disadvantaged"
"Indiana",8,"Reading","25th",224.917000579834,225.798499298096,232.670000457764,-7.75299987792999,"Economically disadvantaged"
"Indiana",8,"Reading","25th",248.420001983643,250.417500305176,255.197499847412,-6.77749786376899,"Not economically disadvantaged"
"Iowa",8,"Reading","25th",222.2875,221.942002105713,223.28099899292,-0.993498992919996,"Economically disadvantaged"
"Iowa",8,"Reading","25th",251.381997680664,248.591500854492,254.799498748779,-3.417501068115,"Not economically disadvantaged"
"Kansas",8,"Reading","25th",222.932000732422,218.750501251221,229.835999298096,-6.90399856567399,"Economically disadvantaged"
"Kansas",8,"Reading","25th",240.776000213623,248.228500366211,255.997998809815,-15.221998596192,"Not economically disadvantaged"
"Kentucky",8,"Reading","25th",223.81900177002,225.406497955322,229.943000030518,-6.12399826049798,"Economically disadvantaged"
"Kentucky",8,"Reading","25th",249.340500640869,249.802500915527,256.652499389648,-7.31199874877902,"Not economically disadvantaged"
"Louisiana",8,"Reading","25th",225.124000549316,224.813499450684,227.228500366211,-2.10449981689499,"Economically disadvantaged"
"Louisiana",8,"Reading","25th",253.299502563477,250.897499084473,253.47200088501,-0.172498321532998,"Not economically disadvantaged"
"Maine",8,"Reading","25th",216.407000732422,212.924000549316,233.136000823975,-16.729000091553,"Economically disadvantaged"
"Maine",8,"Reading","25th",239.559999847412,242.47149810791,252.778997802734,-13.218997955322,"Not economically disadvantaged"
"Maryland",8,"Reading","25th",213.411000823975,216.583001708984,222.644500732422,-9.23349990844699,"Economically disadvantaged"
"Maryland",8,"Reading","25th",245.00950088501,247.389000701904,254.749500274658,-9.73999938964801,"Not economically disadvantaged"
"Massachusetts",8,"Reading","25th",224.829497528076,229.433499908447,230.419499206543,-5.59000167846702,"Economically disadvantaged"
"Massachusetts",8,"Reading","25th",258.209498596192,259.619000244141,260.907002258301,-2.697503662109,"Not economically disadvantaged"
"Michigan",8,"Reading","25th",221.27200012207,221.051500701904,228.709001922608,-7.43700180053798,"Economically disadvantaged"
"Michigan",8,"Reading","25th",247.400498962402,248.393998718262,254.935498809815,-7.53499984741299,"Not economically disadvantaged"
"Minnesota",8,"Reading","25th",226.053500366211,219.115998840332,222.907500457764,3.14599990844701,"Economically disadvantaged"
"Minnesota",8,"Reading","25th",248.665000152588,248.226998138428,253.024501037598,-4.35950088500999,"Not economically disadvantaged"
"Mississippi",8,"Reading","25th",226.563999938965,224.560500335693,228.368000793457,-1.80400085449202,"Economically disadvantaged"
"Mississippi",8,"Reading","25th",243.475498199463,250.335501098633,256.063498687744,-12.588000488281,"Not economically disadvantaged"
"Missouri",8,"Reading","25th",218.053000640869,218.038000488281,228.187000274658,-10.133999633789,"Economically disadvantaged"
"Missouri",8,"Reading","25th",245.041000366211,245.95950088501,256.255001068115,-11.214000701904,"Not economically disadvantaged"
"Montana",8,"Reading","25th",225.570499420166,227.477500915527,230.964500427246,-5.39400100708002,"Economically disadvantaged"
"Montana",8,"Reading","25th",246.522999572754,249.105499267578,253.99049987793,-7.467500305176,"Not economically disadvantaged"
"Nebraska",8,"Reading","25th",219.2125,223.471501922607,227.843500518799,-8.631000518799,"Economically disadvantaged"
"Nebraska",8,"Reading","25th",244.66600112915,246.773499298096,254.903000640869,-10.236999511719,"Not economically disadvantaged"
"Nevada",8,"Reading","25th",223.498500061035,230.757999420166,225.305001068115,-1.80650100707999,"Economically disadvantaged"
"Nevada",8,"Reading","25th",243.024997711182,251.398499298096,250.965000152588,-7.94000244140599,"Not economically disadvantaged"
"New Hampshire",8,"Reading","25th",217.817498779297,227.363999176025,227.975498962402,-10.158000183105,"Economically disadvantaged"
"New Hampshire",8,"Reading","25th",245.815498352051,246.273500823975,254.648999786377,-8.833501434326,"Not economically disadvantaged"
"New Jersey",8,"Reading","25th",221.72200012207,228.103499603272,227.383499908447,-5.66149978637699,"Economically disadvantaged"
"New Jersey",8,"Reading","25th",254.228001403809,256.744998931885,258.503004455566,-4.27500305175698,"Not economically disadvantaged"
"New Mexico",8,"Reading","25th",209.85299987793,218.98399887085,219.584001922608,-9.73100204467801,"Economically disadvantaged"
"New Mexico",8,"Reading","25th",228.200998687744,243.59349899292,249.302500915527,-21.101502227783,"Not economically disadvantaged"
"New York",8,"Reading","25th",218.79049911499,226.276000213623,225.443499755859,-6.65300064086898,"Economically disadvantaged"
"New York",8,"Reading","25th",245.149499511719,254.602998352051,251.075999450684,-5.92649993896501,"Not economically disadvantaged"
"North Carolina",8,"Reading","25th",217.126998901367,219.928500366211,225.632999420166,-8.506000518799,"Economically disadvantaged"
"North Carolina",8,"Reading","25th",245.448499298096,239.823999023438,250.800002288818,-5.351502990722,"Not economically disadvantaged"
"North Dakota",8,"Reading","25th",225.102998352051,219.050499725342,227.610998535156,-2.508000183105,"Economically disadvantaged"
"North Dakota",8,"Reading","25th",240.925001525879,243.11900100708,250.647501373291,-9.722499847412,"Not economically disadvantaged"
"Ohio",8,"Reading","25th",222.291500091553,223.577000427246,226.866500854492,-4.575000762939,"Economically disadvantaged"
"Ohio",8,"Reading","25th",252.243500518799,250.999999237061,260.931994628906,-8.688494110107,"Not economically disadvantaged"
"Oklahoma",8,"Reading","25th",215.577500152588,220.986000061035,230.719999694824,-15.142499542236,"Economically disadvantaged"
"Oklahoma",8,"Reading","25th",241.280501556396,237.296502685547,252.710999298096,-11.4304977417,"Not economically disadvantaged"
"Oregon",8,"Reading","25th",210.501000976563,233.099001312256,230.244498443603,-19.74349746704,"Economically disadvantaged"
"Oregon",8,"Reading","25th",239.867001342774,NA,255.189500427246,-15.322499084472,"Not economically disadvantaged"
"Pennsylvania",8,"Reading","25th",217.950498962402,219.523001098633,225.229499816894,-7.27900085449198,"Economically disadvantaged"
"Pennsylvania",8,"Reading","25th",250.859498596191,249.413497924805,255.144502258301,-4.28500366211,"Not economically disadvantaged"
"Rhode Island",8,"Reading","25th",212.443999481201,218.509999847412,220.053499603271,-7.60950012207002,"Economically disadvantaged"
"Rhode Island",8,"Reading","25th",246.939000701904,249.208000946045,257.538001251221,-10.599000549317,"Not economically disadvantaged"
"South Carolina",8,"Reading","25th",218.810499572754,219.244499969482,226.072999572754,-7.26249999999999,"Economically disadvantaged"
"South Carolina",8,"Reading","25th",245.338999938965,245.557499694824,251.940999603272,-6.60199966430699,"Not economically disadvantaged"
"South Dakota",8,"Reading","25th",221.963500976563,218.968000030518,227.031500244141,-5.06799926757799,"Economically disadvantaged"
"South Dakota",8,"Reading","25th",245.768000030518,247.980500793457,249.157500457764,-3.38950042724599,"Not economically disadvantaged"
"Tennessee",8,"Reading","25th",219.771499633789,219.658000183105,226.009999847412,-6.23850021362298,"Economically disadvantaged"
"Tennessee",8,"Reading","25th",242.159499359131,239.65650100708,247.113499450684,-4.95400009155301,"Not economically disadvantaged"
"Texas",8,"Reading","25th",216.313999176025,225.553499603271,224.670499420166,-8.35650024414102,"Economically disadvantaged"
"Texas",8,"Reading","25th",244.138001251221,246.733000946045,250.282498168945,-6.14449691772401,"Not economically disadvantaged"
"Utah",8,"Reading","25th",221.318997192383,226.805000305176,231.33699798584,-10.018000793457,"Economically disadvantaged"
"Utah",8,"Reading","25th",246.773498535156,250.824500274658,255.572998809814,-8.79950027465802,"Not economically disadvantaged"
"Vermont",8,"Reading","25th",217.541999053955,229.335000610352,230.91600112915,-13.374002075195,"Economically disadvantaged"
"Vermont",8,"Reading","25th",247.57200012207,247.370001220703,254.891499328613,-7.31949920654301,"Not economically disadvantaged"
"Virginia",8,"Reading","25th",211.818999481201,216.685499572754,220.843000793457,-9.02400131225602,"Economically disadvantaged"
"Virginia",8,"Reading","25th",245.817499542236,248.15950012207,250.570999145508,-4.75349960327202,"Not economically disadvantaged"
"Washington",8,"Reading","25th",222.126499176026,223.129001617432,225.315001678467,-3.18850250244103,"Economically disadvantaged"
"Washington",8,"Reading","25th",249.287998199463,252.81900177002,261.269500732422,-11.981502532959,"Not economically disadvantaged"
"West Virginia",8,"Reading","25th",213.340000915527,213.786500549316,224.569499969482,-11.229499053955,"Economically disadvantaged"
"West Virginia",8,"Reading","25th",230.970500183106,235.951498413086,241.703497314453,-10.732997131347,"Not economically disadvantaged"
"Wisconsin",8,"Reading","25th",219.872501373291,222.695499420166,228.183000946045,-8.31049957275403,"Economically disadvantaged"
"Wisconsin",8,"Reading","25th",249.205999755859,252.024499511719,258.006001281738,-8.800001525879,"Not economically disadvantaged"
"Wyoming",8,"Reading","25th",225.151000213623,226.613500213623,231.359501647949,-6.208501434326,"Economically disadvantaged"
"Wyoming",8,"Reading","25th",243.623000335693,244.003499603272,250.909498596191,-7.28649826049801,"Not economically disadvantaged"
"National",4,"Mathematics","50th",227.853498840332,223.924499511719,230.553000640869,-2.69950180053698,"Economically disadvantaged"
"National",4,"Mathematics","50th",253.75299987793,249.958999633789,254.512999725342,-0.759999847412018,"Not economically disadvantaged"
"Alabama",4,"Mathematics","50th",229.073499298096,218.784499359131,221.601997375488,7.47150192260801,"Economically disadvantaged"
"Alabama",4,"Mathematics","50th",256.35650177002,242.435500335693,245.428499603271,10.928002166749,"Not economically disadvantaged"
"Alaska",4,"Mathematics","50th",215.429499053955,215.200500488281,222.375498962402,-6.94599990844699,"Economically disadvantaged"
"Alaska",4,"Mathematics","50th",241.353997802734,240.836499786377,246.933499908447,-5.579502105713,"Not economically disadvantaged"
"Arizona",4,"Mathematics","50th",221.849500274658,218.823500061035,227.79349899292,-5.94399871826201,"Economically disadvantaged"
"Arizona",4,"Mathematics","50th",251.351999664307,243.365998840332,252.508500671387,-1.15650100708001,"Not economically disadvantaged"
"Arkansas",4,"Mathematics","50th",223.806499481201,223.805501556396,229.354999542236,-5.54850006103499,"Economically disadvantaged"
"Arkansas",4,"Mathematics","50th",249.956497955322,244.175999450684,250.533002471924,-0.576504516602,"Not economically disadvantaged"
"California",4,"Mathematics","50th",222.704500579834,217.682000732422,225.331498718262,-2.62699813842801,"Economically disadvantaged"
"California",4,"Mathematics","50th",255.554002380371,250.593000030517,253.264999389648,2.28900299072299,"Not economically disadvantaged"
"Colorado",4,"Mathematics","50th",225.510501098633,221.476000213623,227.55950088501,-2.04899978637701,"Economically disadvantaged"
"Colorado",4,"Mathematics","50th",255.177500915527,248.695000457764,256.45249710083,-1.274996185303,"Not economically disadvantaged"
"Connecticut",4,"Mathematics","50th",221.328499603271,219.322999572754,228.225499725342,-6.89700012207098,"Economically disadvantaged"
"Connecticut",4,"Mathematics","50th",254.859999847412,248.844000244141,257.251499938965,-2.39150009155301,"Not economically disadvantaged"
"Delaware",4,"Mathematics","50th",217.794500732422,210.760501861572,228.494000244141,-10.699499511719,"Economically disadvantaged"
"Delaware",4,"Mathematics","50th",242.429499816894,232.226000213623,246.164499664307,-3.73499984741298,"Not economically disadvantaged"
"District of Columbia",4,"Mathematics","50th",212.575,212.045000457764,228.048498535156,-15.473498535156,"Economically disadvantaged"
"District of Columbia",4,"Mathematics","50th",250.261000061035,260.679000854492,261.475997924805,-11.21499786377,"Not economically disadvantaged"
"DoDEA",4,"Mathematics","50th",NA,NA,NA,NA,"Economically disadvantaged"
"DoDEA",4,"Mathematics","50th",NA,NA,NA,NA,"Not economically disadvantaged"
"Florida",4,"Mathematics","50th",236.26549987793,234.399999237061,240.604000091553,-4.33850021362298,"Economically disadvantaged"
"Florida",4,"Mathematics","50th",255.227001190186,253.068000030518,257.248999023437,-2.02199783325102,"Not economically disadvantaged"
"Georgia",4,"Mathematics","50th",229.625998687744,226.21549987793,227.606000518799,2.01999816894499,"Economically disadvantaged"
"Georgia",4,"Mathematics","50th",261.48099822998,249.026998901367,258.266494750977,3.21450347900299,"Not economically disadvantaged"
"Hawaii",4,"Mathematics","50th",229.477001190185,227.151499176025,228.52200012207,0.955001068114996,"Economically disadvantaged"
"Hawaii",4,"Mathematics","50th",251.829999542236,247.495999908447,251.110500335693,0.71949920654302,"Not economically disadvantaged"
"Idaho",4,"Mathematics","50th",225.844499206543,227.465000152588,234.525500488281,-8.68100128173802,"Economically disadvantaged"
"Idaho",4,"Mathematics","50th",249.963498687744,247.321001434326,252.754500579834,-2.79100189209001,"Not economically disadvantaged"
"Illinois",4,"Mathematics","50th",223.697500610352,221.771499633789,228.653000640869,-4.95550003051702,"Economically disadvantaged"
"Illinois",4,"Mathematics","50th",253.614997863769,251.557500457764,251.974998474121,1.63999938964798,"Not economically disadvantaged"
"Indiana",4,"Mathematics","50th",232.083499908447,230.19700012207,236.227499389648,-4.14399948120098,"Economically disadvantaged"
"Indiana",4,"Mathematics","50th",253.596997833252,251.864002227783,258.210494995117,-4.61349716186501,"Not economically disadvantaged"
"Iowa",4,"Mathematics","50th",224.913498687744,227.996000671387,228.749501800537,-3.83600311279298,"Economically disadvantaged"
"Iowa",4,"Mathematics","50th",250.788499450684,251.895000457764,253.382499694824,-2.59400024414001,"Not economically disadvantaged"
"Kansas",4,"Mathematics","50th",224.053498840332,220.623998260498,229.026000213623,-4.97250137329101,"Economically disadvantaged"
"Kansas",4,"Mathematics","50th",251.436499786377,249.516999053955,253.95299987793,-2.51650009155301,"Not economically disadvantaged"
"Kentucky",4,"Mathematics","50th",231.719500732422,226.041500854492,232.931999969482,-1.21249923706,"Economically disadvantaged"
"Kentucky",4,"Mathematics","50th",252.687998962402,249.63450012207,253.898500061035,-1.21050109863302,"Not economically disadvantaged"
"Louisiana",4,"Mathematics","50th",229.567501068115,223.56499786377,226.352000427246,3.21550064086901,"Economically disadvantaged"
"Louisiana",4,"Mathematics","50th",254.895500946045,250.322502136231,250.273000335693,4.62250061035198,"Not economically disadvantaged"
"Maine",4,"Mathematics","50th",221.702498626709,222.82200012207,231.393499755859,-9.69100112915001,"Economically disadvantaged"
"Maine",4,"Mathematics","50th",243.413499450684,243.577500152588,252.114499664307,-8.70100021362302,"Not economically disadvantaged"
"Maryland",4,"Mathematics","50th",217.955500793457,210.511000823975,225.058499908447,-7.10299911499001,"Economically disadvantaged"
"Maryland",4,"Mathematics","50th",248.569999694824,246.767999267578,253.994499206543,-5.42449951171901,"Not economically disadvantaged"
"Massachusetts",4,"Mathematics","50th",228.955499267578,226.114999389648,232.613000488281,-3.65750122070298,"Economically disadvantaged"
"Massachusetts",4,"Mathematics","50th",261.616000366211,254.864501190186,258.174000549317,3.441999816894,"Not economically disadvantaged"
"Michigan",4,"Mathematics","50th",224.143000030518,220.84700088501,225.433999633789,-1.29099960327099,"Economically disadvantaged"
"Michigan",4,"Mathematics","50th",251.394000244141,248.556998443604,250.056499481201,1.33750076294001,"Not economically disadvantaged"
"Minnesota",4,"Mathematics","50th",228.812999725342,220.958500671387,233.168500518799,-4.355500793457,"Economically disadvantaged"
"Minnesota",4,"Mathematics","50th",255.38750076294,250.596499633789,260.253500366211,-4.86599960327098,"Not economically disadvantaged"
"Mississippi",4,"Mathematics","50th",234.808500671387,230.074001312256,236.916999053955,-2.108498382568,"Economically disadvantaged"
"Mississippi",4,"Mathematics","50th",257.243496704102,252.285501098633,258.198002624512,-0.954505920410043,"Not economically disadvantaged"
"Missouri",4,"Mathematics","50th",225.578999328613,218.341499328613,231.697999572754,-6.11900024414098,"Economically disadvantaged"
